source_file,source_line,date,category,trial,shape,verdict,delta,note
experiments/fused-training-megakernel/NOTES.md,2956,2026-07-05,attention,short-S banding,S512+S1024,NO-GO,S1024 T8 neutral (-0.2 then +4.5); S512 T4 +15.2 (2/40); degenerate points +22 to +70,pays only when straggler chain >=32 stages i.e. S>=2048
experiments/fused-training-megakernel/NOTES.md,2968,2026-07-05,attention,band emission order dq_first for S8192 (MK_ATTN_BAND_ORDER),S8192,PROMOTED,-88.4/-105.0us (16/16 both); promoted-vs-lpt -103.2 (16/16) / -74.2 (15/16),do NOT broaden: S2048 +8.9 S3072 +52.7 S4096 +47.3
experiments/fused-training-megakernel/NOTES.md,2984,2026-07-05,attention-fwd,ATTN_FWD_WG banding (flash-decoding q bands + range-limited OP_ATTN_COMBINE),S2048-S8192,PROMOTED,S2048/T16 -19.7; S3072/T32 -45.7; S4096/T32 -4.4/-11.1; S8192/T64 -452.2/-481.5,gate {2048:16;3072:32;4096:32;8192:64}; post S8192 7327.2/3137.1 2.34x; fwd no longer lead span
experiments/fused-training-megakernel/NOTES.md,3011,2026-07-05,attention-fwd,S4096 fwd-band retune T32->T22,S4096,PROMOTED,-23.26/-22.64us (40/40 both); promoted-default beats old by +20.77/+21.71,T24 weaker; S2048 T16 S3072 T32 S8192 T64 unchanged
experiments/fused-training-megakernel/NOTES.md,3029,2026-07-05,attention-onepass,fused one-pass attention bwd (dQ fused into OP_ATTN_DKV_WG),S4096,NO-GO,+118.98us (0/40); ~135MB/layer dQ fp32 atomics at S4096,two-pass K/V re-reads are L2-resident (~4MB << 50MB); store-amplification serializes; scales worse with S; default-off branch kept
experiments/fused-training-megakernel/NOTES.md,3049,2026-07-05,measurement,day-close composed long-S scoreboard at d86b5ce,S2048-S8192,MEASUREMENT,S2048 1.78x; S3072 1.89x; S4096 2.06x; S8192 7327.2/3137.1 2.34x (day start 2.69x),S8192 megakernel -12.7% today; short rows read ~20-40us above paired instrument
experiments/fused-training-megakernel/NOTES.md,3082,2026-07-05,attention,S4096 attention-bwd band budget T32->T29,S4096,PROMOTED,T29 -62.9/-60.4us (40/40 both); T28 -52.1/-53.4,three-band split beats two-band near boundary
experiments/fused-training-megakernel/NOTES.md,3099,2026-07-05,attention,S2048 attention-bwd band budget T16->T12,S2048,PROMOTED,-29.94/-36.69us (40/40 both); promoted-default +34.85/+32.27 old-minus-new,dq_first under T12 still loses (+18.50/+21.31)
experiments/fused-training-megakernel/NOTES.md,3114,2026-07-05,attention,S8192 attention-bwd band budget T32->T40,S8192,PROMOTED,-88.48/-109.62us (12/12 both); promoted-default +75.81/+80.37,band defaults now {2048:12;3072:16;4096:29;8192:40}
experiments/fused-training-megakernel/NOTES.md,3127,2026-07-05,rowop,S8192 QKNORM/ROPE-bwd split-V (post-T40),S8192,PROMOTED,-34.59/-63.47us (15/16; 16/16); promoted-default +42.88/+31.78,correctness hazard fixed: V pass-through must read unslotted dQKV_f32 root (stale kv slot broke w1.3 ~1.03 rel)
experiments/fused-training-megakernel/NOTES.md,3143,2026-07-05,rowop,S4096 QKBWD split-V boundary,S4096,PROMOTED,-16.59/-3.52 then confirm -9.60/-12.38us; promoted-default +28.61/+17.62,
experiments/fused-training-megakernel/NOTES.md,3160,2026-07-05,rowop,S3072 QKBWD split-V boundary,S3072,PROMOTED,-14.67/-8.99 then confirm -11.28/-12.85us; promoted-default +9.17/+15.81,post score S3072 2485.3/1273.2 1.95x
experiments/fused-training-megakernel/NOTES.md,3170,2026-07-05,rowop,S2048 QKBWD split-V boundary,S2048,NEUTRAL,default-first wash (+0.22; 20/40) despite split-first -12.85 (38/40),keep default gate at S3072+
experiments/fused-training-megakernel/NOTES.md,3183,2026-07-05,fusion,SSQ-fuse off default for S3072,S3072,PROMOTED,-5.39/-2.06 then confirm -4.85/-3.38us; promoted-default +3.38/+7.73 old-minus-new,S4096 rejected as order-mixed
experiments/fused-training-megakernel/NOTES.md,3201,2026-07-05,fusion,SSQ S8192 endpoint check,S8192,NEUTRAL,-2.27 then +2.34 order-mixed wash,keep SSQ fused at S8192
experiments/fused-training-megakernel/NOTES.md,3203,2026-07-05,fusion,SSQ-fuse off default for S2048,S2048,PROMOTED,-3.02/-7.63 confirm -10.66/-3.66us; promoted-default +8.37/+3.02,SSQ-off default = exact H256/D64 S2048+S3072 only; post score 1780.9/1044.8 1.70x
experiments/fused-training-megakernel/NOTES.md,3217,2026-07-05,rowop,post-SSQ S2048 split-V recheck,S2048,NEUTRAL,default-first -0.70 wash (19/40),keep split-V at S3072+
experiments/fused-training-megakernel/NOTES.md,3221,2026-07-05,fusion,S2048 Drow direct-store recheck,S2048,NO-GO,forced on +13.58/+3.22us,keep S2048 on atomic Drow epilogue
experiments/fused-training-megakernel/NOTES.md,3226,2026-07-05,attention,post-T29 order no-gos (dq_first; lpt_dq_tie; RMS R4),S4096,NO-GO,dq_first +51.7/+48.1 (0/40); lpt_dq_tie +11.9/+10.3 (2-6/40); RMS R4 +5.4/+5.2,keep S4096 T29 on lpt and RMS dx R2
experiments/fused-training-megakernel/NOTES.md,3240,2026-07-05,attention,S3072 post-composition band retunes,S3072,NEUTRAL,bwd T10-T28 lose/mixed/noise; fwd T20-T48 lose,keep bwd T16 fwd T32
experiments/fused-training-megakernel/NOTES.md,3254,2026-07-05,attention-fwd,attention-combine row batching (R=8 rows/tile; work unit = row x head),S3072-S8192,PROMOTED,S3072 -33.1/-27.9us (0/40 old); S4096 -28.5/-23.6; S8192 -69.5/-46.2,combine was one-row tiles = 2-4k claim-ring transactions; merged fe39656
experiments/fused-training-megakernel/NOTES.md,3266,2026-07-05,precision,fwd-band tiny-T bf16 partial precision note,nano,NOTE,forced T=4 at S512 overshoots grad bar (kn.3 0.0365 vs 0.03),pre-existing; default gates (S>=2048) avoid; store partials fp32 if ever gated short
experiments/fused-training-megakernel/NOTES.md,3279,2026-07-05,rowop,SwiGLU cached 2W at H256/S8192 post-band recheck,S8192,FLIP-PROMOTED,-111.9/-128.3us (16/16 both); promoted-default +128.8/+116.0 (0/16 old),pre-band rejected +47.5; banding rebalanced SM occupancy; S8192 ~7246us
experiments/fused-training-megakernel/NOTES.md,3289,2026-07-05,rowop,RMS dx R4 at H256/S4096 post-band recheck,S4096,NO-GO,+5.6/+8.1us (11/40 each),1.94-wave R2 quantization hypothesis did not pay
experiments/fused-training-megakernel/NOTES.md,3294,2026-07-05,infra-process,re-run cheap env knob sweeps after every structural scheduling change,all,LAW,S8192 flip worth 11x average recent promotion for two A/B runs,
experiments/fused-training-megakernel/NOTES.md,3300,2026-07-05,scheduling,idle32 at S8192 post-band recheck,S8192,FLIP-PROMOTED,8/8 paired runs negative; pooled -11.2us (100/128),pre-band rejected +13.2; idle_ns map {3072;4096;8192}->32
experiments/fused-training-megakernel/NOTES.md,3305,2026-07-05,scheduling,cold_cap 16/33 at S8192,S8192,NEUTRAL,order-mixed wash (+7.4/-4.0; +8.9/-4.0),keep uncapped
experiments/fused-training-megakernel/NOTES.md,3308,2026-07-05,lm-head,head-dx target 96/384 at S8192,S8192,NEUTRAL,neutral-to-mixed (+0.3/-2.0; +4.0/-11.9),keep 192
experiments/fused-training-megakernel/NOTES.md,3313,2026-07-05,scheduling,post-band resweep batch 2 (cold_cap; TN gate; dW target),S2048-S4096,NEUTRAL,cold_cap washes |d|<=3.4us; MK_WGMMA_TN=0 +161.5-173.9 (0/40); DW target192 +166.9-172.0 (0/40),no flips; TN gate + dW 128 target confirmed load-bearing post-band
experiments/fused-training-megakernel/NOTES.md,3322,2026-07-05,scheduling,S2048 idle-poll 32ns,S2048,PROMOTED,-12.13/-14.74us (40/40; 38/40); promoted-default +15.04/+11.34 old-minus-new,idle64 also won less; 128 weaker
experiments/fused-training-megakernel/NOTES.md,3334,2026-07-05,attention-fwd,S8192 fwd-band retune on T40-bwd base,S8192,NEUTRAL,T48 +105.3/+90.2 (0/16); T56 +40.9/+27.7; T72 +398.8 T80 +510.3 (unsplit-straggler cliff),fwd T=64 confirmed sharp optimum; idle16/64 washes
experiments/fused-training-megakernel/NOTES.md,3344,2026-07-05,gemm-fwd,post-band n128 routing recheck,S4096+S8192,NEUTRAL,S4096 N128=0 +132.4/+123.7 (0/40); lm-only +65.7/+54.4; S8192 =0 +423.0/+400.0 (0/16); _NN=0 +33-96,all n128 defaults load-bearing; GPU-2 reads 1.6-1.8x high under clean guards — do not time there
experiments/fused-training-megakernel/NOTES.md,3354,2026-07-05,attention-fwd,combine-R neighbor sweep,S4096+S8192,NEUTRAL,R4 loses (+5.4/+8.0; +15.7/+0.6); R16 order-mixed under promotion bar,keep MK_ATTN_COMBINE_R=8
experiments/fused-training-megakernel/NOTES.md,3360,2026-07-05,attention-dkv,S8192 DKV row-scalar broadcast (MK_ATTN_DKV_ROW_BCAST),S8192,PROMOTED,-10.90/-9.02; confirm -16.85/-13.97us; promoted-default +10.61/+7.60 old-minus-new,exact H256/D64/S8192 gate; later de-promoted (line 3375)
experiments/fused-training-megakernel/NOTES.md,3375,2026-07-06,attention-dkv,row-broadcast recheck after MK_GEMM_MBAR_RING default (31dad00),S8192,SUPERSEDED,forced old beat promoted default -32.43/-30.77us (16/16 both),no longer composes; default gate emptied; env kept for A/B
experiments/fused-training-megakernel/NOTES.md,3384,2026-07-05,measurement,post-row-broadcast S8192 profile/score,S8192,MEASUREMENT,mk 7016.6us vs graph+ 3123.3 (2.25x); DKV 2584.4 (2073.0 wait); FWD 1092.6,row-broadcast real but small; attack DKV wait/dependency structure next
experiments/fused-training-megakernel/NOTES.md,3397,2026-07-05,rowop,S8192 RMSNorm bwd-dx H256 fixed-width op (OP_RMSNORM_BWD_DX_H256),S8192,PROMOTED,-25.10/-43.33us (16/16 both); forced-old +23.33/+26.99,S4096 order-mixed rejected; no runtime H loop/divide
experiments/fused-training-megakernel/NOTES.md,3414,2026-07-05,rowop,H256 S512+S1024 RMS dx H256 route widening,nano+S1024,PROMOTED,nano old-minus-new +2.42/+6.40us (196-260/300); S1024 +15.28/+5.89 (236/240; 197/240),S256 not promoted; gate = H256 S512/S1024/S8192; S128 stays FMA route
experiments/fused-training-megakernel/NOTES.md,3434,2026-07-05,measurement,post-RMS S8192 profile/score,S8192,MEASUREMENT,7156.9 vs 3119.0 (2.29x); DKV 2649.7 (2112.1 wait) FWD 1132.5 lm-head 440.0,DKV wait/dependency structure still bigger target than rowop cleanup
experiments/fused-training-megakernel/NOTES.md,3445,2026-07-05,rowop,S4096 H256/I768 SwiGLU-BWD 3W route,S4096,NO-GO,initial ~-50us both orders but promoted-default confirmation invalidated (old -6.42 faster / +0.38 neutral),source probe reverted; S8192 also neutral-worse
experiments/fused-training-megakernel/NOTES.md,3461,2026-07-05,fusion,H256 S256+S512 Drow zero-fill skip on direct-store route,S256+nano,PROMOTED,S256 +7.89/+1.82us zero-minus-skip; nano +0.93/+2.16,small prefers old fill (+13.74); S1024/S128 order-mixed; atomic shapes keep fill
experiments/fused-training-megakernel/NOTES.md,3486,2026-07-05,infra-process,knob consolidation into one measured per-shape tuning table (56ab960),all,SCAFFOLD,route snapshot hashes IDENTICAL on all 11 gauntlet shapes,pure relocation; keys keep measured gate dimensionality; stale extension-lock gotcha noted
experiments/fused-training-megakernel/NOTES.md,3509,2026-07-05,attention,S8192 post-specialization resweep (bands + idle),S8192,NEUTRAL,bwd T36 +102.0/+104.1 (0/16) T44 +10.7/+22.6; fwd T56 +26.1 T72 +413.3/+417.7; idle64 +1.6/+5.8,all S8192 defaults hold; resweep law satisfied with no changes
experiments/fused-training-megakernel/NOTES.md,3522,2026-07-05,gemm-dx,deep SW128 stages S6/S8/S9 long-K (operator-gap GEMM lane),standalone+multi,NO-GO,S8 standalone 8192x256x8192 187.4->175.8us but 208KB smem tax: nano +6.1 small +42.2 S4096 +67.2 S8192 +94.9,global-page tax dominates per-GEMM win; revisit only with per-op big-smem page or warp-spec producer
experiments/fused-training-megakernel/NOTES.md,3554,2026-07-05,qwen,qwen4b-l1 cold-cap uncap (L==1 H>=1024 V>=32768 -> cap0),qwen4b-l1,PROMOTED,cap48 29432.9us -> cap0 22094.0; cap64 23021.5; confirm both orders,L=1 has no later hot work to overlap giant dW sinks; small caps starve sinks (cap4 215.8ms)
experiments/fused-training-megakernel/NOTES.md,3569,2026-07-05,measurement,post-cap qwen4b-l1 profile,qwen4b-l1,MEASUREMENT,22118.5us; 26 hops; 6883.5 wait; lm-head fwd/dX 4440.0/3553.3; ATTN_FWD 1813.3 ATTN_DQ 1503.3,D=128 WGMMA/FA4-C route is the real attention fix
experiments/fused-training-megakernel/NOTES.md,3578,2026-07-05,attention-dq,generic D=128 attention dQ Cq retune 4->1 (exact qwen shape gate),qwen4b-l1,PROMOTED,Cq1 21948.0 vs Cq4 22089.3us; promoted paired wins 85.1/94.8us old-minus-new,OP_ATTN_DQ 1024 tiles vs 4096; identical loss
experiments/fused-training-megakernel/NOTES.md,3594,2026-07-05,lm-head,lm-head fat-tile staged 128x256 standalone probe,small+S8192+qwen4b-l1,VALIDATED-PARKED,standalone small lm_head 73.9->60.7us S8192 182.8->154.6 qwen 2791.5->2459.0; 160KB page fails cudaErrorCooperativeLaunchTooLarge,do not integrate staged route into single cooperative kernel
experiments/fused-training-megakernel/NOTES.md,3610,2026-07-05,lm-head,100KB direct-store 128x256 variant,small+S8192+qwen4b-l1,MEASUREMENT,small 73.1 vs 72.2 noise; S8192 182.8->193.2 regression; qwen 2784.7->2490.9 win,qwen-specific direct-store candidate only; needs CE/lse partials + 128-col tail before promotion
experiments/fused-training-megakernel/NOTES.md,3623,2026-07-05,lm-head,qwen lm-head direct n256 route (bit14 m64n256 NT + register CE/LSE partials + tail guard),qwen4b-l1,PROMOTED,step 22051.4->21142.3us (+909.1 old-minus-new); span 3528.9->2675.1; tiles 9496->4752,exact (1024;151936;2560) gate; staged n256 stays blocked; broad direct n256 stays rejected
experiments/fused-training-megakernel/NOTES.md,3648,2026-07-05,lm-head,qwen lm-head dX n128 no-atomic route (MK_HEAD_DX_N128_F32),qwen4b-l1,PROMOTED,21204.1->19576.0us (+1628.1); split-atomic variant +1560.9 weaker,sk=1 was paying zero-fill/atomics; env-only check then exact-shape promotion; does not broaden nano/small verdicts
experiments/fused-training-megakernel/NOTES.md,3672,2026-07-05,lm-head,qwen head-dX n256 no-atomic route (MK_HEAD_DX_N256_F32; bit14 NN fp32),qwen4b-l1,PROMOTED,probe n128 2740.9us (290.6TF) -> n256 2126.1 (374.7TF); step 19587.0->18990.3 (+596.7),fat_gemm_nn_probe standalone guardrail; exact (1024;2560;151936) gate
experiments/fused-training-megakernel/NOTES.md,3702,2026-07-05,gemm-dw,qwen dW sk1 no-atomic route (MK_DW_NO_ATOMIC_SK1),qwen4b-l1,PROMOTED,paired medians 19017.4us->15897.3us (+3120.0us old-minus-new),five dW rows flags 169->137; no split-K/atomics; tests green
experiments/fused-training-megakernel/NOTES.md,3728,2026-07-05,scheduling,post-dW-noatomic cold-cap resweep,qwen4b-l1,NO-GO,cap64 -2661.7us; cap96 -1082.2us; cap128 -50.2us 1/12,keep default_cold_cap=0; EMBED_BWD wait not a cap target
experiments/fused-training-megakernel/NOTES.md,3734,2026-07-05,gemm-dw,qwen dW m64n256 fp32 TN route (MK_DW_N256_TN_F32),qwen4b-l1,PROMOTED,16151.7us->12973.8us (+3178.0us); vocab dW tile 3480.7->2112.3us n256,exact-gated 5 qwen dW shapes; tile counts quartered
experiments/fused-training-megakernel/NOTES.md,3754,2026-07-06,qwen,post-dWTN route interaction resweep (head-dX n256 + lm-head n256),qwen4b-l1,NO-GO,head-dX n256 kept +504.5us 16/16; lm-head n256 kept +862.0us 16/16,forced-old routes rejected; keep n256 defaults
experiments/fused-training-megakernel/NOTES.md,3762,2026-07-06,attention,D=128 WGMMA attention trio OP_ATTN_FWD/DKV/DQ_WG128 default-on,qwen4b-l1,PROMOTED,env A/B -1586.5/-1846.4us 12/12 both orders; old wins 0/12; ~9% of qwen step,split-D + P-parking + redundant-S; commits 1566e51..dac7321; worst grad rel 0.008648
experiments/fused-training-megakernel/NOTES.md,3785,2026-07-06,infra-process,executor smem-attribute caching + ws 256B carveout overrun fixes,all,PROMOTED,stale MaxDynamicSharedMemorySize caused illegal smem; ws overran 112KB by 256B,c590974 + f33f604; would bite any D=128 landing
experiments/fused-training-megakernel/NOTES.md,3806,2026-07-06,measurement,current-head D128 route default-vs-forced-old A/B,qwen4b-l1,MEASUREMENT,default 11043.2 vs old 13124.7us; old-minus-default +2081.5/+1874.8us 12/12 both orders,worst grad rel 0.008648 emb
experiments/fused-training-megakernel/NOTES.md,3817,2026-07-06,infra-process,profiler smem fallback footgun fix (profile_df/profile_waves),qwen4b-l1,PROMOTED,invalid shared write at wgmma_attention.cuh:1411 above 100KB,profilers now pass _smem_bytes to Program.run
experiments/fused-training-megakernel/NOTES.md,3826,2026-07-06,measurement,post-fix qwen4b-l1 profile,qwen4b-l1,MEASUREMENT,total 11070.1us; head-dX 2912.8us; lm-head fwd 2698.5us; on-path wait 360.7us,next lane = giant vocab/head GEMMs not D=128 attention
experiments/fused-training-megakernel/NOTES.md,3835,2026-07-06,gemm-fwd,qwen no-residual NT bf16 n256 direct route (MK_WGMMA_N256_NT_BF16),qwen4b-l1,PROMOTED,+228.9us/+174.5us old-minus-new 16/16 both orders,wgu/wqkv tiles halved; old dispatch bug caught by standalone probe
experiments/fused-training-megakernel/NOTES.md,3870,2026-07-06,gemm-fwd,qwen residual NT bf16 n256 direct route (wo/wd + SSQ epilogue),qwen4b-l1,PROMOTED,+276.1/+248.5us 16/16 both orders; profile total 10850.8us,residual add + SSQ partials preserved in n256 epilogue
experiments/fused-training-megakernel/NOTES.md,3906,2026-07-06,tma-smem,mbarrier feed-ring in-model GEMM port (generic m64n64 + n128),nano/small,NO-GO,nano -15.2us 0/20; small n128 -51.0us 1/24,standalone ring win does not transfer onto current op bodies; keep as rewrite spec
experiments/fused-training-megakernel/NOTES.md,3939,2026-07-06,attention-dq,D=128 dQ row-split route (MK_ATTN_D128_DQ_RS),qwen4b-l1,PROMOTED,+32.54/+35.79us medians 50/64 both orders; dQ span 317.6->186.0us,148KB carveout; direct-store when C==1
experiments/fused-training-megakernel/NOTES.md,3979,2026-07-06,attention-fwd,D=128 fwd mbarrier ring (MK_ATTN_D128_FWD_MB),qwen4b-l1,PROMOTED,+38.13/+31.73us 58/64+52/64; fwd span 225.4->131.5us,two-stage K/V mbarrier ring; composes with dQ row-split
experiments/fused-training-megakernel/NOTES.md,4017,2026-07-06,attention-dq,D=128 dQ mbarrier/split-wait (MK_ATTN_D128_DQ_MB),qwen4b-l1,NO-GO,-0.82/-11.39us 31/64+22/64; dQ span 201.9->198.6us,reverted; overlap too small after row-split/direct-store
experiments/fused-training-megakernel/NOTES.md,4042,2026-07-06,gemm-dw,qwen direct-store dW fill elision (MK_DW_DIRECT_SKIP_FILL),qwen4b-l1,PROMOTED,+523.90/+514.19us 48/48 both orders; n_instr 51->46; best total 10270.6us,skips five dW fills; grad:emb fill still required
experiments/fused-training-megakernel/NOTES.md,4079,2026-07-06,tma-smem,qwen n256 3-stage operand ring (bit25 MK_WGMMA_N256_STAGE3),qwen4b-l1,PROMOTED,+424.24/+387.22us 32/32 each; profile 10815.7->10434.9us,3x(16KB A + 32KB B) stages fit 148KB page; all 11 n256 rows
experiments/fused-training-megakernel/NOTES.md,4128,2026-07-06,scheduling,post-stage3 MK_COLD_CAP resweep,qwen4b-l1,NO-GO,cap96 +7.26us then -9.07us order-mixed; -3.14 overall 47/96,keep default_cold_cap=0
experiments/fused-training-megakernel/NOTES.md,4135,2026-07-06,executor,cooperative cluster launch enablement (MK_CLUSTER_X=2 cudaLaunchKernelEx),all,SCAFFOLD,launch-only A/B neutral -2.69us overall 31/64,no tax; prep for adjacent-M B-multicast; default stays cluster1
experiments/fused-training-megakernel/NOTES.md,4172,2026-07-06,scheduling,qwen n256 N-major tile order (bit26 MK_WGMMA_N256_NMAJOR),qwen4b-l1,PROMOTED,+39.87/+29.97us medians; overall +35.36us 64/96,precondition for cluster-2 B-multicast; df2 treats bit26 non-row-linear
experiments/fused-training-megakernel/NOTES.md,4207,2026-07-06,tma-smem,cluster DSMEM-fed GMMA probe,standalone,NO-GO,rank1 remote-B max err 3.25e+01; descriptor start collapses to 0x240,14-bit GMMA shared descriptor cannot carry cluster rank; use TMA multicast
experiments/fused-training-megakernel/NOTES.md,4236,2026-07-06,tma-smem,cluster TMA multicast + local GMMA probe,standalone,VALIDATED-PARKED,both ranks max err 3.8e-06; 6.37us two-CTA harness,viable paired-M primitive; elected CTA issues multicast B load
experiments/fused-training-megakernel/NOTES.md,4263,2026-07-06,tma-smem,production-shaped n256 pair TMA probe,qwen-shaped,NO-GO,cpasync 44.070us (502.5 TF) vs tma-nosync 46.722us; tma-sync 80.608us,needs decoupled producer warp or different ring; pivot away from n256 B-multicast
experiments/fused-training-megakernel/NOTES.md,4293,2026-07-06,scheduling,qwen n256 scheduler follow-ups (head-dX M-major mask; MK_CLAIM retune),qwen4b-l1,NO-GO,claim64 +3359us claim32 +9012us claim16 +17797us all 0 wins; M-major mask order-mixed,keep N-major policy + default MK_CLAIM
experiments/fused-training-megakernel/NOTES.md,4316,2026-07-06,rowop,qwen sparse embedding-gradient clear (OP_EMBED_ZERO_ROWS + OP_COPY_I32),qwen4b-l1,PROMOTED,+234.46/+254.32us 32/32; default-vs-old +259.01/+234.91us 32/32; profile 10159.6us,gate L==1 && H>=1024 && V>=32768
experiments/fused-training-megakernel/NOTES.md,4365,2026-07-06,rowop,qwen H2560 RMS dX R4 recheck (MK_RMS_DX_R4),qwen4b-l1,NO-GO,-22.70/-25.10us; 5/32 R4 wins each order,keep two-row RMS dX body
experiments/fused-training-megakernel/NOTES.md,4379,2026-07-06,rowop,qwen combined RMS backward recheck (MK_RMS_BWD_SPLIT_DW=0),qwen4b-l1,NO-GO,+11.04us then -50.11us order-biased,keep split RMS backward; cold dW stays off dX path
experiments/fused-training-megakernel/NOTES.md,4391,2026-07-06,ce,qwen CE fwd/bwd fusion probe (OP_CE_FWD_BWD),qwen4b-l1,NO-GO,-109.87us then +29.12us order-mixed; fused span 327.1 vs 34.7+296.4us,source reverted; fusion must also change downstream head/dW dataflow
experiments/fused-training-megakernel/NOTES.md,4409,2026-07-06,scheduling,qwen D=128 attention claim1 (MK_ATTN_D128_CLAIM1),qwen4b-l1,PROMOTED,+37.30/+35.07us 31/32+30/32; default-vs-old +36.46/+33.90us 26/32,overturned earlier order-mixed wash after sparse-embed defaults
experiments/fused-training-megakernel/NOTES.md,4433,2026-07-06,scheduling,qwen D=128 DQ-before-DKV emission order,qwen4b-l1,NO-GO,-0.86us then +9.55us weak 17/32+20/32,source reverted; dQ wait balanced against dKV completion requirement
experiments/fused-training-megakernel/NOTES.md,4448,2026-07-06,scheduling,qwen post-claim1 all-hot recheck (MK_ALLHOT=1),qwen4b-l1,NO-GO,-18.05/-16.10us; 9/32+8/32 all-hot wins,keep hot/cold criticality; gap is structural n256/rowop work
experiments/fused-training-megakernel/NOTES.md,4461,2026-07-06,rowop,qwen SwiGLU two-warp backward (MK_SWIGLU_BWD_2W); sigmoid cache rejected,qwen4b-l1,PROMOTED,default beat old 399.79/386.42us 0/32 old wins; 2W-only over cache+2W +95.54/+94.21us; cache-only lost 251/281us 0/32,gate exact qwen4b-l1; MK_SWIGLU_CACHE_SIG stays 0
experiments/fused-training-megakernel/NOTES.md,4500,2026-07-06,measurement,fresh qwen profile after 2W-only gate,qwen4b-l1,MEASUREMENT,total 9735.6us; SWIGLU_BWD_2W 5.2us wait + 120.1us span,leaders: n256 head rows; MLP; D128 dQ wait; qknorm/CE
experiments/fused-training-megakernel/NOTES.md,4505,2026-07-06,gemm-dx,qwen head-dX n256 split-K probe (MK_HEAD_DX_N256_SPLIT),qwen4b-l1,NO-GO,sk2 -34.90/-16.67; sk3 -60.80/-31.66; sk4 -78.19/-29.44us,extra fill/wave/fp32 atomics eat shorter-K benefit; reverted
experiments/fused-training-megakernel/NOTES.md,4525,2026-07-06,attention-dq,D=128 dQ register-A feed narrow port (MK_ATTN_D128_DQ_RF),qwen4b-l1,NO-GO,-6.40/-14.08us medians 30/64+23/64,reverted; revisit only within S^T/full-TMA bwd rewrite
experiments/fused-training-megakernel/NOTES.md,4549,2026-07-06,attention-fwd,fwd KV-widening w128 in-model (OP_ATTN_FWD_WGW128),s512/s1024/s4096,NO-GO,S4096 +18.7/+17.4us 2/40; S512 -6.5/-1.9 order-decaying; S1024 +3.3/+7.7,+11-19% standalone win absorbed (5th ledger strike); grad rel ~0.021 numerics caveat; stays default-off building block
experiments/fused-training-megakernel/NOTES.md,4575,2026-07-06,rowop,long-S rowop gap decomposition,s2048/s4096/s8192,CLOSED-BY-ANALYSIS,op bodies at baseline parity (~260 vs 254us at S4096); deficit is critical-path span stretch,no rowop op-quality lane; only epilogue-fusion structural lever; qknorm S8192 bandwidth-bound 91us/instr
experiments/fused-training-megakernel/NOTES.md,4608,2026-07-06,measurement,dispatch-spill regression caught by full certification,all,MEASUREMENT,scoreboard uniformly high; S8192 +624us (+8.8%); small +200us,per-lane paired A/Bs cannot see uniform tax; STACK 32->208 at 544640f flagged
experiments/fused-training-megakernel/NOTES.md,4635,2026-07-06,infra-process,CORRECTION: STACK is not the spill mechanism,small,REFUTED,regression cumulative across ungated n256 commits; n256 compiled out is WORSE (3735.6us STACK 80),STACK/res-usage cannot certify a fix; hot gemm dispatch caller codegen is the surviving mechanism
experiments/fused-training-megakernel/NOTES.md,4667,2026-07-06,infra-process,RESOLUTION: five D=128 attention ops __noinline__ before dispatch switch,small/qwen4b-l1,PROMOTED,small 3660.4->3557.7us (STACK 176->128); qwen neutral; ~15M of 16M local sectors at megakernel.cu:351-424,LAW: fat op bodies must be __noinline__; certify via executed local-LD sectors + runtime
experiments/fused-training-megakernel/NOTES.md,4687,2026-07-06,infra-process,D=64 wg attention trio __noinline__ spill zeroed,all,PROMOTED,local-LD 4.09M->0 sectors; small 3557.7->3511.1us; scoreboard nano -11.5 small -150 deep -25 S2048 -69 S3072 -112 S4096 -166 S8192 -502us,exonerated sparse embed-clear / cluster launch / n256 trampoline; keep LD==0 gate at small
experiments/fused-training-megakernel/NOTES.md,4708,2026-07-06,fusion,epilogue-fusion phase 1 MLP rmsnorm dissolution (MK_EPIFUSE_MLP),small/s4096/s8192,NO-GO,small wash; S4096 +10-19us worse; S8192 +17-19us worse; critical_path 144->144,hop REPLACEMENT is not hop DELETION (7th absorption strike); kept in wt-epifuse
experiments/fused-training-megakernel/NOTES.md,4728,2026-07-06,lm-head,long-S head block routed through n256 direct,s3072/s4096/s8192,PROMOTED,S8192 -245us; S3072 ~-50us; S4096 ~-45us; lm -165 dx -82 at S8192,gate excludes small/S2048 (+99/+66 triage regressions); nano/deep neutral verified
experiments/fused-training-megakernel/NOTES.md,4746,2026-07-06,attention,bwd-attention S/dP one-batch + fused ALU pass (wga_mma64_x2),all,PROMOTED,nano -5.6 small -9.9 S2048 -2.9 S3072 -13.2 S4096 -20.0 S8192 -113.1/-93.8us,deletes one full drain + one smem round-trip per 64-row stage; REG:255 LD 0; dkv-only was -40/-49
experiments/fused-training-megakernel/NOTES.md,4770,2026-07-06,attention-dq,D=128 dQ rowsplit register-A dS feed (FA4 RS-feed port),qwen4b-l1,PROMOTED,op harness 103.65->99.62us; smem 144->128KB; STACK unchanged,deletes dS smem tile / proxy fence / WG sync; avoids dispatch tax that killed dKV S^T port
